fifa_version,short_name,overall,potential,age,league_name,club_name,nationality_name,pace,shooting,passing,dribbling,defending,physic
23,F. Mosquera,66,68,27,Liga BetPlay,Deportes Tolima,Colombia,58.0,43.0,61.0,56.0,65.0,71.0
23,Álex Martín,66,75,24,La Liga 2,Mirandés,Spain,45.0,42.0,51.0,46.0,66.0,64.0
23,Darío Poveda,66,71,25,La Liga 2,UD Ibiza,Spain,50.0,67.0,56.0,64.0,25.0,51.0
23,Cris Salvador,66,69,27,La Liga 2,Huesca,Spain,62.0,51.0,59.0,64.0,65.0,76.0
23,R. Schofield,66,73,22,Premiership,Hibernian,England,,,,,,
23,N. Hansen,66,66,27,Major League Soccer,Minnesota United,Denmark,90.0,57.0,60.0,64.0,45.0,63.0
23,K. Denkey,66,75,21,Jupiler Pro League,Cercle Brugge,Togo,71.0,67.0,44.0,66.0,24.0,63.0
23,T. De Smet,66,70,24,Ligue 1,Reims,Belgium,70.0,47.0,59.0,59.0,64.0,70.0
23,I. Harkes,66,67,27,Premiership,Dundee United,United States,66.0,65.0,64.0,66.0,59.0,73.0
23,F. Antonucci,66,74,23,Eredivisie,FC Volendam,Belgium,72.0,60.0,65.0,71.0,31.0,56.0
23,J. Williams,66,72,22,League One,Barnsley,England,74.0,38.0,54.0,64.0,63.0,65.0
23,P. Sontheimer,66,73,23,3. Liga,Viktoria Köln,Germany,64.0,51.0,63.0,70.0,59.0,63.0
23,F. Rogić,66,66,29,Allsvenskan,Sirius,Sweden,69.0,59.0,61.0,67.0,61.0,76.0
23,J. Holsgrove,66,74,22,Liga Portugal,Paços de Ferreira,Scotland,62.0,54.0,66.0,68.0,54.0,61.0
23,L. Ritzka,66,70,24,2. Bundesliga,St. Pauli,Germany,74.0,46.0,59.0,62.0,60.0,65.0
23,P. Pušić,66,74,23,Super League,Grasshopper,Switzerland,81.0,57.0,62.0,71.0,46.0,53.0
23,N. Bazzana,66,70,26,Liga Pro,Delfin,Argentina,51.0,40.0,47.0,51.0,66.0,73.0
23,M. Tagliamonte,66,73,24,Liga Profesional,Racing Club,Argentina,,,,,,
23,Nguyễn Quang Hải,66,71,25,Ligue 2,Pau,Vietnam,86.0,58.0,60.0,67.0,57.0,53.0
23,A. Jallow,66,71,24,Serie B,Brescia,Sweden,77.0,51.0,55.0,64.0,59.0,65.0
23,J. Rankin-Costello,66,75,22,Championship,Blackburn Rovers,England,75.0,54.0,59.0,67.0,64.0,65.0
23,H. Mendyl,66,71,24,Jupiler Pro League,OH Leuven,Morocco,85.0,43.0,57.0,65.0,61.0,65.0
23,Ha Chang Rae,66,69,27,K League 1,Pohang Steelers,Korea Republic,49.0,25.0,41.0,48.0,66.0,73.0
23,M. Fossey,66,71,23,Jupiler Pro League,Standard Liège,United States,85.0,44.0,58.0,67.0,58.0,62.0
23,M. Chajia,66,72,24,Serie B,Como,Belgium,74.0,56.0,65.0,69.0,32.0,39.0
23,Renê Santos,66,66,30,Pro League,Al Raed,Brazil,53.0,42.0,51.0,55.0,65.0,75.0
23,L. Weinkauf,66,70,25,2. Bundesliga,Hannover 96,Germany,,,,,,
23,É. Youan,66,74,23,Premiership,Hibernian,France,78.0,65.0,54.0,68.0,31.0,61.0
23,G. Tello,66,66,29,Primera Division,Antofagasta,Chile,84.0,63.0,62.0,70.0,23.0,59.0
23,M. Schröter,66,66,26,2. Bundesliga,Hansa Rostock,Germany,86.0,56.0,60.0,64.0,60.0,67.0
23,O. Käuper,66,70,25,3. Liga,Meppen,Germany,58.0,57.0,61.0,64.0,62.0,65.0
23,Q. Maceiras,66,69,26,Super League,Young Boys,Switzerland,79.0,56.0,59.0,65.0,61.0,69.0
23,T. Salman,66,74,24,,,Qatar,74.0,34.0,58.0,59.0,65.0,71.0
23,Conrado,66,69,25,Ekstraklasa,Lechia Gdańsk,Brazil,81.0,56.0,59.0,68.0,59.0,64.0
23,J. Pantemis,66,70,25,Major League Soccer,Montreal Impact,Canada,,,,,,
23,Ž. Majer,66,66,29,Serie B,Reggina,Slovenia,60.0,58.0,68.0,69.0,51.0,64.0
23,L. Daschner,66,73,23,2. Bundesliga,St. Pauli,Germany,72.0,61.0,62.0,68.0,48.0,63.0
23,S. Çiftpınar,66,67,29,Super Lig,Kasımpaşa,Turkey,50.0,25.0,40.0,46.0,67.0,70.0
23,A. Nurudeen,66,76,23,Jupiler Pro League,AS Eupen,Ghana,,,,,,
23,B. Țîru,66,67,28,Ekstraklasa,Jagiellonia Białystok,Romania,51.0,34.0,44.0,48.0,65.0,79.0
23,S. Quiroga,66,66,28,Liga Profesional,Sarmiento,Argentina,76.0,55.0,65.0,71.0,61.0,58.0
23,Oriol Busquets,66,71,23,Liga Portugal,Arouca,Spain,36.0,43.0,63.0,61.0,63.0,67.0
23,L. Ndenbe,66,73,22,Major League Soccer,Sporting KC,Belgium,78.0,29.0,58.0,66.0,60.0,68.0
23,V. Jensen,66,74,22,Eliteserien,Rosenborg,Denmark,70.0,58.0,65.0,70.0,56.0,57.0
23,R. Floriano,66,66,35,Serie B,Palermo,Italy,66.0,64.0,65.0,67.0,28.0,48.0
23,I. Marconi,66,66,32,Serie B,Palermo,Italy,51.0,28.0,43.0,48.0,66.0,66.0
23,M. Eisa,66,66,27,League One,Milton Keynes Dons,Sudan,86.0,64.0,51.0,66.0,24.0,63.0
23,A. Zreľák,66,66,28,Ekstraklasa,Warta Poznań,Slovakia,63.0,65.0,48.0,62.0,29.0,76.0
23,S. Sessegnon,66,77,22,League One,Charlton Athletic,England,74.0,40.0,58.0,64.0,62.0,59.0
23,M. Antonucci,66,73,23,Serie B,Cittadella,Italy,68.0,57.0,65.0,69.0,32.0,54.0
23,A. Madibo,66,70,25,,,Qatar,82.0,38.0,53.0,61.0,65.0,74.0
23,S. Klaas,66,72,24,2. Bundesliga,Paderborn,Germany,73.0,59.0,65.0,67.0,47.0,52.0
23,F. Brandhof,66,69,25,Superliga,AGF,Denmark,73.0,59.0,65.0,68.0,62.0,78.0
23,D. Rasak,66,69,26,Ekstraklasa,Wisła Płock,Poland,70.0,54.0,58.0,63.0,62.0,75.0
23,R. Taylor,66,66,27,Major League Soccer,Inter Miami,Finland,80.0,64.0,61.0,68.0,49.0,68.0
23,João Queirós,66,73,24,Liga Portugal,Chaves,Portugal,34.0,34.0,49.0,44.0,66.0,75.0
23,J. Arp,66,75,22,2. Bundesliga,Holstein Kiel,Germany,78.0,64.0,54.0,67.0,31.0,64.0
23,A. Papadopoulos,66,75,22,3. Liga,Borussia Dortmund II,Germany,66.0,27.0,46.0,57.0,63.0,81.0
23,A. Fontana,66,71,22,Serie B,Ascoli,United States,74.0,63.0,62.0,69.0,46.0,61.0
23,Nacho Méndez,66,75,24,La Liga 2,Sporting Gijón,Spain,69.0,63.0,68.0,68.0,60.0,70.0
23,Liu Yang,66,67,27,Super League,Shandong Luneng,China PR,80.0,53.0,57.0,65.0,62.0,68.0
23,C. Capone,66,74,23,Serie B,Südtirol,Italy,72.0,59.0,60.0,72.0,23.0,51.0
23,M. Proietti,66,66,30,Serie B,Ternana,Italy,44.0,39.0,60.0,66.0,59.0,67.0
23,M. Merghem,66,69,24,Ligue 2,Guingamp,France,73.0,63.0,64.0,69.0,48.0,67.0
23,J. Tell,66,71,25,Ligue 2,Grenoble Foot 38,France,59.0,66.0,56.0,65.0,31.0,63.0
23,V. Demaku,66,73,22,Bundesliga,Sturm Graz,Austria,57.0,52.0,60.0,65.0,63.0,67.0
23,A. Katránis,66,71,24,Ekstraklasa,Piast Gliwice,Greece,72.0,47.0,59.0,66.0,62.0,67.0
23,B. Folami,66,73,23,A-League,Melbourne Victory,Australia,79.0,59.0,57.0,70.0,26.0,64.0
23,J. Doyle-Hayes,66,70,23,Premiership,Hibernian,Republic of Ireland,71.0,58.0,65.0,66.0,63.0,66.0
23,M. Solini,66,66,29,Serie B,Como,Italy,53.0,36.0,42.0,48.0,67.0,70.0
23,J. Champness,66,69,25,,,New Zealand,83.0,61.0,56.0,68.0,24.0,58.0
23,A. Manneh,66,70,24,Superliga,OB,Gambia,68.0,61.0,67.0,70.0,58.0,59.0
23,C. Coventry,66,75,22,Premier League,West Ham United,Republic of Ireland,64.0,53.0,64.0,68.0,62.0,67.0
23,A. Scully,66,75,23,Championship,Wigan Athletic,Republic of Ireland,81.0,63.0,57.0,69.0,34.0,55.0
23,Javi Pérez,66,69,26,La Liga 2,Burgos,Spain,45.0,62.0,59.0,61.0,64.0,68.0
23,Dani Escriche,66,71,24,La Liga 2,Huesca,Spain,69.0,65.0,51.0,67.0,30.0,66.0
23,L. Pintor,66,75,21,Ligue 2,Saint-Étienne,France,77.0,65.0,56.0,69.0,27.0,52.0
23,M. Cheukoua,66,69,25,Bundesliga,Austria Lustenau,Cameroon,76.0,68.0,58.0,67.0,30.0,62.0
23,J. Ardaiz,66,73,23,Super League,Luzern,Uruguay,82.0,64.0,55.0,65.0,23.0,71.0
23,J. Díaz,66,73,24,Liga Profesional,Barracas Central,Argentina,73.0,41.0,48.0,51.0,68.0,64.0
23,L. Foster,66,73,21,Jupiler Pro League,Westerlo,South Africa,79.0,66.0,55.0,63.0,34.0,66.0
23,F. Kanouté,66,74,23,Ligue 2,Sochaux,Senegal,61.0,58.0,60.0,68.0,63.0,72.0
23,T. Itō,66,69,25,2. Bundesliga,Magdeburg,Japan,79.0,52.0,57.0,74.0,22.0,35.0
23,Tang Xin,66,66,31,Super League,Chengdu Qianbao,China PR,74.0,32.0,48.0,61.0,64.0,68.0
23,G. Risso Patrón,66,66,26,Liga Profesional,Atlético Tucumán,Argentina,76.0,37.0,57.0,64.0,60.0,66.0
23,A. Akinola,66,75,22,Major League Soccer,Toronto,Canada,82.0,66.0,48.0,60.0,20.0,71.0
23,Chen Binbin,66,71,24,Super League,Shanghai SIPG,China PR,84.0,59.0,61.0,65.0,40.0,68.0
23,K. Guessoum,66,75,23,Ligue 2,Nîmes,France,67.0,36.0,52.0,57.0,67.0,62.0
23,J. Tucker,66,73,22,League One,Milton Keynes Dons,England,63.0,29.0,45.0,47.0,65.0,79.0
23,S. McLoughlin,66,70,25,Championship,Hull City,Republic of Ireland,52.0,31.0,50.0,55.0,66.0,72.0
23,S. Pinas,66,73,24,Allsvenskan,Hammarby,Suriname,75.0,53.0,56.0,63.0,65.0,71.0
23,T. Goppel,66,68,25,3. Liga,Wehen Wiesbaden,Netherlands,86.0,55.0,60.0,66.0,49.0,67.0
23,Y. Armougom,66,71,24,Ligue 2,Sochaux,France,78.0,42.0,55.0,65.0,60.0,64.0
23,S. Farhan,66,71,25,Pro League,Al Raed,Saudi Arabia,65.0,42.0,52.0,58.0,62.0,80.0
23,F. Grahl,66,66,30,Liga Profesional,Central Cordoba SdE,Argentina,67.0,54.0,69.0,67.0,56.0,65.0
23,V. Johansson,66,73,23,Championship,Rotherham United,Sweden,,,,,,
23,K. Kabran,66,66,28,Eliteserien,Viking,Sweden,78.0,64.0,59.0,67.0,45.0,72.0
23,C. Rocchia,66,70,24,Ligue 2,Dijon,France,77.0,55.0,58.0,65.0,60.0,67.0
23,E. Pereyra,66,74,23,Liga Profesional,Godoy Cruz,Argentina,72.0,32.0,54.0,64.0,63.0,58.0
23,R. Spano,66,67,27,Ligue 2,Annecy,France,70.0,64.0,56.0,65.0,30.0,57.0
23,M. Costly,66,67,26,3. Liga,Ingolstadt,Germany,88.0,52.0,56.0,66.0,54.0,70.0
23,O. Skarsem,66,70,23,Eliteserien,Rosenborg,Norway,79.0,55.0,62.0,71.0,55.0,64.0
23,L. Moser,66,73,22,Jupiler Pro League,AS Eupen,Germany,,,,,,
23,M. Al Shanqeeti,66,75,23,Pro League,Al Ittihad,Saudi Arabia,75.0,37.0,55.0,63.0,61.0,63.0
23,M. Cavalleri,66,72,24,Primera Division,Unión La Calera,Chile,81.0,61.0,59.0,68.0,32.0,57.0
23,A. Layouni,66,66,29,Eliteserien,Vålerenga,Tunisia,79.0,62.0,61.0,66.0,35.0,63.0
23,S. Cibois,66,72,24,Ligue 2,Rodez,France,,,,,,
23,M. Toye,66,71,23,Major League Soccer,Montreal Impact,United States,73.0,69.0,44.0,62.0,30.0,66.0
23,B. Šerbečić,66,71,24,Eliteserien,Aalesund,Bosnia and Herzegovina,47.0,33.0,46.0,51.0,65.0,74.0
23,G. González,66,66,28,Liga Pro,Delfin,Uruguay,68.0,55.0,62.0,68.0,64.0,60.0
23,A. Antilef,66,73,23,Liga Profesional,Arsenal de Sarandi,Argentina,85.0,59.0,64.0,73.0,53.0,63.0
23,J. Lindsey,66,77,22,Major League Soccer,Charlotte,United States,79.0,44.0,57.0,62.0,61.0,71.0
23,Arnau,66,78,21,La Liga,Almería,Spain,69.0,58.0,67.0,69.0,57.0,53.0
23,C. Wright,66,75,22,Championship,Blackpool,England,67.0,61.0,64.0,67.0,57.0,66.0
23,J. Russell,66,76,21,Championship,Huddersfield Town,Jamaica,64.0,58.0,60.0,64.0,63.0,74.0
23,A. Gryszkiewicz,66,73,22,2. Bundesliga,Paderborn,Poland,70.0,33.0,56.0,60.0,65.0,77.0
23,T. Christensen,66,74,22,Eliteserien,Vålerenga,Norway,71.0,56.0,64.0,69.0,47.0,62.0
23,S. Graves,66,73,23,Superliga,Randers,Denmark,43.0,42.0,56.0,58.0,66.0,73.0
23,J. Marcinkowski,66,70,25,Major League Soccer,SJ Earthquakes,United States,,,,,,
23,M. Adams,66,69,25,Pro League,Al Shabab,England,63.0,48.0,53.0,64.0,67.0,69.0
23,H. Carter,66,76,22,Championship,Blackburn Rovers,England,71.0,40.0,55.0,60.0,65.0,75.0
23,G. Tanner,66,75,22,Championship,Bristol City,England,73.0,43.0,53.0,63.0,62.0,69.0
23,D. Nedelcu,66,71,25,Liga 1,SSC Farul,Romania,60.0,58.0,61.0,59.0,64.0,71.0
23,A. Al Hassan,66,71,25,Pro League,Al Nassr,Saudi Arabia,67.0,51.0,60.0,64.0,61.0,71.0
23,B. Reynolds,66,75,21,Jupiler Pro League,Westerlo,United States,70.0,47.0,59.0,60.0,62.0,64.0
23,F. Hornby,66,73,22,Jupiler Pro League,KV Oostende,Scotland,58.0,68.0,50.0,60.0,24.0,72.0
23,S. Mulattieri,66,79,21,Serie B,Frosinone,Italy,70.0,66.0,57.0,66.0,36.0,61.0
23,A. Danzi,66,71,23,Serie B,Cittadella,Italy,55.0,42.0,66.0,66.0,60.0,57.0
23,T. Hamer,66,72,22,League One,Burton Albion,England,70.0,42.0,55.0,60.0,62.0,81.0
23,L. Mai,66,74,22,Super League,Lugano,Germany,54.0,32.0,47.0,48.0,65.0,74.0
23,D. Levitt,66,80,21,Premiership,Dundee United,Wales,65.0,63.0,68.0,69.0,58.0,63.0
23,B. Mumba,66,76,20,League One,Plymouth Argyle,England,76.0,45.0,58.0,71.0,62.0,56.0
23,P. Sander,66,70,24,2. Bundesliga,Holstein Kiel,Germany,58.0,55.0,64.0,68.0,57.0,65.0
23,S. Brolin,66,79,21,Allsvenskan,Mjällby,Sweden,,,,,,
23,T. Richards,66,78,21,Championship,Queens Park Rangers,England,73.0,62.0,63.0,68.0,51.0,66.0
23,B. Danger,66,72,24,Ligue 2,Rodez,France,74.0,47.0,60.0,65.0,59.0,74.0
23,Miguel Rubio,66,75,24,La Liga 2,Granada,Spain,41.0,29.0,39.0,42.0,64.0,68.0
23,J. Meier,66,73,22,3. Liga,Dynamo Dresden,Germany,74.0,44.0,59.0,63.0,62.0,64.0
23,Z. Brault-Guillard,66,72,23,Major League Soccer,Montreal Impact,Canada,90.0,57.0,57.0,64.0,60.0,68.0
23,M. Bernauer,66,73,24,Ligue 2,Paris,France,64.0,46.0,66.0,64.0,64.0,66.0
23,Juan Cruz,66,76,22,La Liga,Real Betis,Spain,75.0,63.0,64.0,69.0,32.0,35.0
23,M. Nottingham,66,66,33,League One,Accrington Stanley,Saint Kitts and Nevis,58.0,35.0,51.0,53.0,66.0,75.0
23,C. Abi,66,72,22,Ligue 2,Saint-Étienne,France,76.0,60.0,57.0,66.0,28.0,65.0
23,W. Tchimbembé,66,72,24,Ligue 2,Guingamp,Congo,84.0,63.0,64.0,67.0,57.0,59.0
23,F. Rieder,66,67,26,Bundesliga,Austria Klagenfurt,Austria,73.0,53.0,63.0,68.0,49.0,66.0
23,I. Arce,66,66,30,Primera Division,Unión La Calera,Argentina,,,,,,
23,G. Kilkenny,66,75,22,Championship,Stoke City,Republic of Ireland,61.0,53.0,65.0,66.0,61.0,56.0
23,Y. Ramadani,66,71,26,Premiership,Aberdeen,Albania,64.0,58.0,60.0,62.0,63.0,72.0
23,D. Dressel,66,72,23,2. Bundesliga,Hansa Rostock,Germany,70.0,64.0,64.0,65.0,60.0,72.0
23,N. Cadden,66,69,25,League One,Barnsley,Scotland,87.0,60.0,62.0,66.0,54.0,69.0
23,J. Igbekeme,66,67,26,Major League Soccer,Columbus Crew,Nigeria,73.0,56.0,65.0,70.0,64.0,74.0
23,N. Lozano,66,68,28,La Liga 2,Lugo,Colombia,55.0,42.0,48.0,53.0,64.0,73.0
23,G. Zarfino,66,66,30,La Liga 2,Sporting Gijón,Uruguay,50.0,63.0,57.0,61.0,62.0,81.0
23,S. Belkahia,66,75,23,3. Liga,1860 München,Germany,70.0,37.0,42.0,55.0,64.0,79.0
23,D. Kopacz,66,72,23,3. Liga,Ingolstadt,Poland,75.0,59.0,62.0,69.0,38.0,62.0
23,P. Schmidt,66,66,28,3. Liga,Ingolstadt,Germany,62.0,66.0,43.0,60.0,27.0,73.0
23,A. Yıldırım,66,66,27,2. Bundesliga,Jahn Regensburg,Germany,79.0,63.0,56.0,70.0,23.0,59.0
23,É. Vandenabeele,66,66,30,Ligue 2,Rodez,France,39.0,38.0,43.0,49.0,66.0,73.0
23,B. Kapacak,66,73,22,Super Lig,Fatih Karagümrük,Turkey,78.0,57.0,61.0,69.0,50.0,60.0
23,V. Costache,66,71,23,Liga 1,Rapid Bucuresti,Romania,82.0,61.0,61.0,64.0,28.0,65.0
23,F. Sgarbi,66,72,24,Serie B,Perugia,Italy,61.0,29.0,39.0,43.0,66.0,73.0
23,D. Zagorac,66,66,35,1. HNL,Dinamo Zagreb,Croatia,,,,,,
23,R. Vodišek,66,74,23,Serie B,Genoa,Slovenia,,,,,,
23,A. Rudko,66,66,30,Ekstraklasa,Lech Poznań,Ukraine,,,,,,
23,Enrique Clemente,66,76,23,La Liga 2,Las Palmas,Spain,71.0,32.0,53.0,52.0,66.0,69.0
23,H. Sy,66,69,26,Ligue 2,Amiens SC,France,75.0,38.0,52.0,62.0,59.0,72.0
23,J. Heil,66,70,25,Bundesliga,Hartberg,Austria,66.0,60.0,62.0,65.0,62.0,73.0
23,Diego Caballo,66,66,28,A-League,Sydney,Spain,74.0,59.0,60.0,63.0,61.0,64.0
23,D. Jastrzembski,66,73,22,Ekstraklasa,Śląsk Wrocław,Poland,89.0,58.0,61.0,67.0,35.0,60.0
23,O. Shevchenko,66,66,30,Premier League,Shakhtar Donetsk,Ukraine,,,,,,
23,M. Choinière,66,70,23,Major League Soccer,Montreal Impact,Canada,64.0,57.0,63.0,68.0,58.0,54.0
23,C. Sabaly,66,73,23,Ligue 2,Metz,Senegal,82.0,57.0,59.0,69.0,18.0,42.0
23,A. Gallo,66,74,22,Serie A,Lecce,Italy,80.0,49.0,61.0,66.0,59.0,60.0
23,E. Linthorst,66,73,22,Eredivisie,Go Ahead Eagles,Netherlands,67.0,60.0,61.0,66.0,61.0,71.0
23,S. Steijn,66,77,20,Eredivisie,FC Twente,Netherlands,71.0,62.0,64.0,69.0,33.0,55.0
23,M. Malec,66,67,27,Ekstraklasa,Pogoń Szczecin,Poland,68.0,31.0,46.0,46.0,64.0,75.0
23,J. Auer,66,73,21,Bundesliga,Rapid Vienna,Austria,77.0,55.0,60.0,65.0,62.0,63.0
23,Pol Moreno,66,68,28,La Liga 2,Racing Santander,Spain,57.0,28.0,50.0,40.0,67.0,68.0
23,N. Celic,66,72,23,Bundesliga,LASK Linz,Austria,60.0,47.0,63.0,60.0,65.0,72.0
23,P. Medina,66,71,23,Liga 1,Hermannstadt,Mexico,75.0,37.0,58.0,64.0,61.0,63.0
23,N. Opoku,66,70,24,Ligue 2,Amiens SC,Ghana,62.0,37.0,43.0,48.0,66.0,76.0
23,A. Oviedo,66,69,26,Primera División,Cerro Porteño,Paraguay,80.0,64.0,48.0,65.0,25.0,57.0
23,K. Michael,66,74,22,Bundesliga,Ried,Nigeria,73.0,64.0,68.0,70.0,52.0,59.0
23,De La Fuente,66,73,23,La Liga 2,Villarreal II,Spain,57.0,40.0,54.0,57.0,66.0,65.0
23,N. Alioui,66,73,23,Ligue 2,Le Havre,France,70.0,64.0,62.0,71.0,28.0,57.0
23,Luca Sangalli,66,66,27,La Liga 2,FC Cartagena,Spain,71.0,57.0,66.0,70.0,58.0,61.0
23,G. Henriksson,66,71,24,Allsvenskan,Elfsborg,Sweden,64.0,39.0,56.0,50.0,65.0,68.0
23,C. Ortiz,66,66,35,Primera Division,Metropolitanos,Venezuela,66.0,72.0,44.0,57.0,19.0,61.0
23,H. Tombakti,66,75,23,Pro League,Al Shabab,Saudi Arabia,82.0,25.0,35.0,39.0,65.0,76.0
23,T. Parrott,66,80,20,Championship,Preston North End,Republic of Ireland,75.0,64.0,58.0,67.0,44.0,64.0
23,Kim Dong Hyun,66,71,25,K League 1,Gangwon,Korea Republic,66.0,49.0,60.0,65.0,57.0,77.0
23,L. Del Pino Mago,66,67,27,Liga Profesional,Banfield,Venezuela,71.0,41.0,56.0,53.0,66.0,69.0
23,A. Franco,66,72,23,Liga Profesional,Talleres Córdoba,Ecuador,78.0,58.0,59.0,69.0,60.0,67.0
23,E. Breivik,66,75,22,Eliteserien,Molde,Norway,75.0,46.0,60.0,64.0,61.0,73.0
23,B. Castrillon,66,74,23,Liga Profesional,Unión Santa Fe,Colombia,81.0,62.0,59.0,67.0,41.0,58.0
23,A. Díaz,66,76,22,Liga Profesional,Arsenal de Sarandi,Argentina,73.0,63.0,50.0,68.0,32.0,68.0
23,D. Redan,66,77,21,Eredivisie,FC Utrecht,Netherlands,84.0,64.0,51.0,68.0,22.0,58.0
23,P. Will,66,72,23,3. Liga,Dynamo Dresden,Germany,68.0,50.0,65.0,63.0,62.0,75.0
23,A. Jukic,66,73,21,Bundesliga,Austria Wien,Austria,71.0,66.0,65.0,67.0,44.0,61.0
23,L. Valenti,66,71,23,Serie B,Parma,Argentina,71.0,51.0,53.0,56.0,65.0,74.0
23,D. van Kaam,66,72,22,Eredivisie,SC Cambuur,Netherlands,64.0,56.0,65.0,67.0,60.0,60.0
23,I. Vukotić,66,73,23,Liga Portugal,Boavista,Montenegro,62.0,58.0,66.0,66.0,64.0,71.0
23,Avilés,66,69,24,La Liga 2,Leganés,Spain,71.0,60.0,62.0,67.0,23.0,50.0
23,H. Abdelli,66,73,22,Ligue 1,Angers SCO,France,68.0,60.0,62.0,68.0,57.0,70.0
23,M. Miljevic,66,75,21,Major League Soccer,Montreal Impact,United States,64.0,61.0,61.0,72.0,43.0,53.0
23,A. Nalić,66,72,24,Allsvenskan,Malmö FF,Bosnia and Herzegovina,79.0,65.0,58.0,69.0,43.0,71.0
23,N. Fadiga,66,77,22,Ligue 1,Brest,Belgium,88.0,49.0,58.0,66.0,59.0,68.0
23,K. Cabral,66,74,22,Major League Soccer,LA Galaxy,France,85.0,59.0,58.0,66.0,41.0,57.0
23,K. Nkuba,66,76,20,Jupiler Pro League,Sporting Charleroi,Belgium,76.0,58.0,59.0,68.0,60.0,60.0
23,M. Sykes,66,69,24,Championship,Bristol City,Republic of Ireland,73.0,61.0,63.0,67.0,60.0,67.0
23,F. Quinteros,66,75,23,Liga Profesional,Sarmiento,Argentina,69.0,42.0,54.0,63.0,63.0,57.0
23,Campuzano,66,71,25,La Liga 2,Sporting Gijón,Spain,78.0,65.0,59.0,67.0,19.0,65.0
23,L. Musonda,66,66,27,Superliga,Horsens,Zambia,86.0,60.0,55.0,69.0,57.0,62.0
23,O. Lebedenko,66,73,23,La Liga 2,Lugo,Ukraine,71.0,44.0,57.0,57.0,62.0,51.0
23,S. Dewaele,66,72,23,Jupiler Pro League,KV Oostende,Belgium,66.0,47.0,67.0,65.0,62.0,60.0
23,R. Prieto,66,69,25,Primera División,Nacional Asunción,Paraguay,80.0,56.0,61.0,70.0,58.0,51.0
23,M. Bogusz,66,79,20,La Liga 2,UD Ibiza,Poland,70.0,64.0,65.0,68.0,38.0,58.0
23,K. Smith,66,66,30,Major League Soccer,Orlando City,United States,69.0,26.0,50.0,59.0,66.0,72.0
23,Andre Shinyashiki,66,69,25,Major League Soccer,Charlotte,Brazil,77.0,62.0,56.0,70.0,39.0,62.0
23,J. Boller,66,73,22,Bundesliga,LASK Linz,Germany,58.0,46.0,54.0,53.0,64.0,72.0
23,O. Antman,66,75,20,Superliga,Nordsjælland,Finland,70.0,63.0,59.0,68.0,38.0,52.0
23,H. Dotson,66,71,24,Major League Soccer,Minnesota United,United States,65.0,61.0,58.0,64.0,65.0,67.0
23,C. Zady Sery,66,75,22,Ligue 2,Caen,Côte d'Ivoire,88.0,55.0,60.0,69.0,21.0,55.0
23,Kim Tae Hwan,66,77,22,K League 1,Suwon Bluewings,Korea Republic,73.0,44.0,55.0,60.0,61.0,73.0
23,V. Boniface,66,74,21,Jupiler Pro League,Union Saint-Gilloise,Nigeria,74.0,64.0,50.0,66.0,26.0,74.0
23,G. Stensness,66,73,23,Eliteserien,Viking,Australia,58.0,41.0,53.0,57.0,64.0,79.0
23,B. Nieto,66,73,24,Primera Division,Antofagasta,Chile,81.0,49.0,58.0,64.0,60.0,66.0
23,S. Torres,66,66,32,Liga De Futbol Prof,The Strongest,Bolivia,68.0,29.0,55.0,52.0,62.0,69.0
23,Ș. Vlădoiu,66,70,23,Liga 1,Universitatea Cluj,Romania,89.0,35.0,54.0,59.0,61.0,66.0
23,G. Simion,66,71,24,Liga 1,Universitatea Cluj,Romania,77.0,47.0,59.0,61.0,65.0,69.0
23,I. Larie,66,66,35,Liga 1,SSC Farul,Romania,40.0,33.0,48.0,46.0,65.0,73.0
23,A. Chindriș,66,71,23,Liga 1,UTA Arad,Romania,69.0,36.0,48.0,47.0,65.0,76.0
23,A. Vlad,66,71,23,Liga 1,FCSB,Romania,,,,,,
23,A. Greab,66,66,30,Liga 1,Argeş,Romania,,,,,,
23,F. Ștefan,66,69,26,Liga 1,Rapid Bucuresti,Romania,77.0,58.0,63.0,62.0,62.0,69.0
23,H. Burrows,66,76,20,League One,Peterborough United,England,76.0,53.0,61.0,67.0,60.0,50.0
23,O. Bic,66,66,28,Liga 1,Universitatea Cluj,Romania,69.0,56.0,61.0,66.0,61.0,72.0
23,Filipe Nascimento,66,67,27,Ekstraklasa,Radomiak Radom,Portugal,76.0,59.0,68.0,69.0,53.0,60.0
23,A. Ciobanu,66,72,24,Liga 1,Rapid Bucuresti,Romania,72.0,66.0,67.0,67.0,34.0,56.0
23,A. Pitu,66,77,20,Liga 1,SSC Farul,Romania,79.0,56.0,64.0,70.0,29.0,52.0
23,G. Slonina,66,81,18,Major League Soccer,Chicago Fire,United States,,,,,,
23,V. Antov,66,77,21,Serie A,Monza,Bulgaria,60.0,36.0,47.0,48.0,63.0,76.0
23,D. Hanslik,66,68,25,2. Bundesliga,Kaiserslautern,Germany,74.0,64.0,59.0,65.0,25.0,73.0
23,T. Anjorin,66,82,20,Championship,Huddersfield Town,England,79.0,65.0,64.0,68.0,48.0,65.0
23,D. Kother,66,73,22,3. Liga,Waldhof Mannheim,Germany,81.0,62.0,54.0,71.0,21.0,49.0
23,L. Mbe Soh,66,76,21,Premier League,Nottingham Forest,France,60.0,29.0,49.0,48.0,66.0,67.0
